Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
13282169055,"Jan 4, 2025, 8:49:32 PM",Afternoon Run,Run,,2175,6.07,168.0,44,false,,,activities/14165937671.fit.gz,,,2175.0,1938.0,6076.5,14.277,3.135,23.2,46.1,603.2,647.3,3.4,-0.4,,,,,168.0,151.0,,,355.0,,,44.0,,,,,,,,,,,,,0.0,,1.0,6048.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.794,4142.7,,,,,,,,,3.121,,,,,,,,""
13294482408,"Jan 6, 2025, 8:28:11 PM",Afternoon Walk,Walk,,172,0.27,137.0,0,false,,,activities/14179108115.fit.gz,,,172.0,172.0,272.6,2.703,1.585,0.0,0.0,647.0,648.5,2.2,0.2,,,,,137.0,127.0,,,14.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.585,0.0,,,,,,,,,,,,,,,,,""
13294482451,"Jan 6, 2025, 8:32:24 PM",Afternoon Run,Run,,2547,7.03,168.0,49,false,,,activities/14179108094.fit.gz,,,2547.0,2449.0,7030.1,10.323,2.871,43.7,42.6,603.2,648.2,5.4,0.0,,,,,168.0,147.0,,,402.0,,,49.0,,,,,,,,,,,,,0.0,,1.0,7071.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.76,5161.2,,,,,,,,,2.887,,,,,,,,""
13298886137,"Jan 7, 2025, 9:03:32 PM",Evening Walk,Walk,,5937,8.59,122.0,17,false,,,activities/14183848856.fit.gz,,,5937.0,5937.0,8593.2,6.583,1.447,54.7,51.7,603.2,654.7,7.7,0.1,,,,,122.0,107.0,,,387.0,,,17.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.447,6236.3,,,,,,,,,,,,,,,,,""
13319319207,"Jan 9, 2025, 8:42:17 PM",Afternoon Walk,Walk,,244,0.39,133.0,1,false,,,activities/14205714784.fit.gz,,,244.0,244.0,395.6,5.112,1.621,0.0,0.0,647.0,648.4,1.7,0.0,,,,,133.0,128.0,,,20.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.621,0.0,,,,,,,,,,,,,,,,,""
13319319240,"Jan 9, 2025, 8:46:45 PM",Afternoon Run,Run,,2575,7.01,180.0,66,false,,,activities/14205714774.fit.gz,,,2575.0,2529.0,7016.7,10.32,2.775,22.1,47.3,603.2,648.6,3.7,0.0,,,,,180.0,153.0,,,415.0,,,66.0,,,,,,,,,,,,,0.0,,1.0,7043.7,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.725,5105.0,,,,,,,,,2.785,,,,,,,,""
13346637300,"Jan 10, 2025, 9:04:10 PM",Evening Walk,Walk,,279,0.46,108.0,0,false,,,activities/14235095166.fit.gz,,,279.0,279.0,463.1,6.314,1.66,0.0,0.0,647.0,648.5,1.8,0.1,,,,,108.0,103.0,,,22.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.66,0.0,,,,,,,,,,,,,,,,,""
13346637328,"Jan 10, 2025, 9:09:02 PM",Evening Run,Run,,1630,5.05,184.0,47,false,,,activities/14235095141.fit.gz,,,1630.0,1476.0,5058.0,10.049,3.427,34.7,37.2,611.0,648.6,5.2,0.0,,,,,184.0,158.0,,,276.0,,,47.0,,,,,,,,,,,,,0.0,,1.0,5083.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.103,5037.2,,,,,,,,,3.444,,,,,,,,""
13357537478,"Jan 13, 2025, 9:03:42 PM",Evening Run,Run,,2213,7.04,179.0,58,false,,,activities/14246739409.fit.gz,,,2213.0,2067.0,7042.4,9.667,3.407,43.7,45.5,602.7,648.5,7.8,0.0,,,,,179.0,155.0,,,382.0,,,58.0,,,,,,,,,,,,,0.0,,1.0,7079.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.182,6293.4,,,,,,,,,3.425,,,,,,,,""
13357537541,"Jan 13, 2025, 8:59:51 PM",Afternoon Walk,Walk,,218,0.37,107.0,0,false,,,activities/14246739426.fit.gz,,,218.0,186.0,375.2,4.323,2.017,0.0,0.0,647.0,648.4,1.9,0.2,,,,,107.0,101.0,,,18.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.721,0.0,,,,,,,,,,,,,,,,,""
13373691855,"Jan 15, 2025, 9:08:21 PM",Evening Run,Run,,1966,6.02,173.0,46,false,,,activities/14264076075.fit.gz,,,1966.0,1966.0,6025.0,0.0,3.065,0.0,0.0,0.0,0.0,0.0,0.0,,,,,173.0,150.0,,,331.0,,,46.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.065,0.0,,,,,,,,,,,,,,,,,""
13373691980,"Jan 15, 2025, 9:05:43 PM",Evening Walk,Walk,,146,0.46,107.0,0,false,,,activities/14264076109.fit.gz,,,146.0,146.0,459.0,0.0,3.144,0.0,0.0,0.0,0.0,0.0,0.0,,,,,107.0,100.0,,,11.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.144,0.0,,,,,,,,,,,,,,,,,""
13381733491,"Jan 16, 2025, 8:47:59 PM",Afternoon Run,Run,,2491,7.01,185.0,88,false,,,activities/14272762213.fit.gz,,,2491.0,2491.0,7017.0,0.0,2.817,0.0,0.0,0.0,0.0,0.0,0.0,,,,,185.0,160.0,,,405.0,,,88.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.817,0.0,,,,,,,,,,,,,,,,,""
13408570326,"Jan 17, 2025, 8:36:12 PM",Afternoon Run,Run,,1427,4.13,181.0,41,false,,,activities/14301845029.fit.gz,,,1427.0,1427.0,4137.0,0.0,2.899,0.0,0.0,0.0,0.0,0.0,0.0,,,,,181.0,154.0,,,222.0,,,41.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.899,0.0,,,,,,,,,,,,,,,,,""
13434820583,"Jan 20, 2025, 8:50:09 PM",Afternoon Run,Run,,2373,7.00,180.0,93,false,,,activities/14330163612.fit.gz,,,2373.0,2373.0,7008.0,0.0,2.953,0.0,0.0,0.0,0.0,0.0,0.0,,,,,180.0,162.0,,,377.0,,,93.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.953,0.0,,,,,,,,,,,,,,,,,""
13434820657,"Jan 20, 2025, 8:44:18 PM",Afternoon Walk,Walk,,337,0.53,128.0,1,false,,,activities/14330163632.fit.gz,,,337.0,337.0,538.0,0.0,1.596,0.0,0.0,0.0,0.0,0.0,0.0,,,,,128.0,116.0,,,28.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.596,0.0,,,,,,,,,,,,,,,,,""
13453567810,"Jan 23, 2025, 8:51:24 PM",Afternoon Walk,Walk,,339,0.54,143.0,1,false,,,activities/14350539037.fit.gz,,,339.0,339.0,548.0,0.0,1.617,0.0,0.0,0.0,0.0,0.0,0.0,,,,,143.0,115.0,,,28.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.617,0.0,,,,,,,,,,,,,,,,,""
13453567811,"Jan 23, 2025, 8:57:28 PM",Afternoon Run,Run,,2030,6.08,181.0,74,false,,,activities/14350539022.fit.gz,,,2030.0,2030.0,6086.0,0.0,2.998,0.0,0.0,0.0,0.0,0.0,0.0,,,,,181.0,162.0,,,347.0,,,74.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.998,0.0,,,,,,,,,,,,,,,,,""
13487289255,"Jan 28, 2025, 9:05:03 PM",Evening Run,Run,,1898,5.20,171.0,43,false,,,activities/14387294553.fit.gz,,,1898.0,1898.0,5202.0,0.0,2.741,0.0,0.0,0.0,0.0,0.0,0.0,,,,,171.0,149.0,,,290.0,,,43.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.741,0.0,,,,,,,,,,,,,,,,,""
13503931569,"Jan 29, 2025, 8:51:16 PM",Afternoon Walk,Walk,,285,0.45,101.0,0,false,,,activities/14405437965.fit.gz,,,285.0,285.0,455.0,0.0,1.596,0.0,0.0,0.0,0.0,0.0,0.0,,,,,101.0,95.0,,,23.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.596,0.0,,,,,,,,,,,,,,,,,""
13503931578,"Jan 29, 2025, 8:56:29 PM",Afternoon Run,Run,,2082,6.03,176.0,54,false,,,activities/14405437947.fit.gz,,,2082.0,2082.0,6029.0,0.0,2.896,0.0,0.0,0.0,0.0,0.0,0.0,,,,,176.0,152.0,,,341.0,,,54.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.896,0.0,,,,,,,,,,,,,,,,,""
13530966204,"Jan 31, 2025, 8:28:58 PM",Afternoon Run,Run,,2434,7.01,179.0,64,false,,,activities/14435076319.fit.gz,,,2434.0,2434.0,7015.0,0.0,2.882,0.0,0.0,0.0,0.0,0.0,0.0,,,,,179.0,154.0,,,381.0,,,64.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.882,0.0,,,,,,,,,,,,,,,,,""
13530966274,"Jan 31, 2025, 8:23:09 PM",Afternoon Walk,Walk,,320,0.92,134.0,1,false,,,activities/14435076359.fit.gz,,,320.0,320.0,924.0,0.0,2.888,0.0,0.0,0.0,0.0,0.0,0.0,,,,,134.0,125.0,,,26.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.888,0.0,,,,,,,,,,,,,,,,,""
13540880172,"Feb 3, 2025, 8:00:17 PM",Afternoon Run,Run,,2402,7.00,160.0,36,false,,,activities/14445853343.fit.gz,,,2402.0,2402.0,7003.0,0.0,2.915,0.0,0.0,0.0,0.0,0.0,0.0,,,,,160.0,142.0,,,395.0,,,36.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.915,0.0,,,,,,,,,,,,,,,,,""
13540880174,"Feb 3, 2025, 7:54:12 PM",Afternoon Walk,Walk,,351,0.94,136.0,1,false,,,activities/14445853359.fit.gz,,,351.0,351.0,948.0,0.0,2.701,0.0,0.0,0.0,0.0,0.0,0.0,,,,,136.0,117.0,,,28.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.701,0.0,,,,,,,,,,,,,,,,,""
13558954461,"Feb 4, 2025, 8:49:08 PM",Afternoon Walk,Walk,,125,0.17,108.0,0,false,,,activities/14465613451.fit.gz,,,125.0,125.0,177.0,0.0,1.416,0.0,0.0,0.0,0.0,0.0,0.0,,,,,108.0,103.0,,,9.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.416,0.0,,,,,,,,,,,,,,,,,""
13558954465,"Feb 4, 2025, 9:07:07 PM",Evening Run,Run,,930,2.51,183.0,27,false,,,activities/14465613421.fit.gz,,,930.0,930.0,2513.0,0.0,2.702,0.0,0.0,0.0,0.0,0.0,0.0,,,,,183.0,157.0,,,135.0,,,27.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.702,0.0,,,,,,,,,,,,,,,,,""
13568331809,"Feb 6, 2025, 8:31:33 PM",Afternoon Walk,Walk,,319,0.45,103.0,0,false,,,activities/14475910250.fit.gz,,,319.0,319.0,454.0,0.0,1.423,0.0,0.0,0.0,0.0,0.0,0.0,,,,,103.0,95.0,,,25.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.423,0.0,,,,,,,,,,,,,,,,,""
13568331815,"Feb 6, 2025, 8:37:06 PM",Afternoon Run,Run,,2477,7.05,178.0,82,false,,,activities/14475910235.fit.gz,,,2477.0,2477.0,7049.0,0.0,2.846,0.0,0.0,0.0,0.0,0.0,0.0,,,,,178.0,160.0,,,399.0,,,82.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.846,0.0,,,,,,,,,,,,,,,,,""
13602763477,"Feb 10, 2025, 8:48:16 PM",Afternoon Run,Run,,1114,3.00,178.0,31,false,,,activities/14513655615.fit.gz,,,1114.0,1114.0,3000.0,0.0,2.693,0.0,0.0,0.0,0.0,0.0,0.0,,,,,178.0,156.0,,,175.0,,,31.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.693,0.0,,,,,,,,,,,,,,,,,""
13602763488,"Feb 10, 2025, 8:26:17 PM",Afternoon Walk,Walk,,318,0.45,104.0,0,false,,,activities/14513655677.fit.gz,,,318.0,318.0,458.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,,,,,104.0,94.0,,,25.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.44,0.0,,,,,,,,,,,,,,,,,""
13602763567,"Feb 10, 2025, 8:31:50 PM",Afternoon Run,Run,,975,2.95,160.0,15,false,,,activities/14513655648.fit.gz,,,975.0,975.0,2952.0,0.0,3.028,0.0,0.0,0.0,0.0,0.0,0.0,,,,,160.0,142.0,,,160.0,,,15.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.028,0.0,,,,,,,,,,,,,,,,,""
13611416705,"Feb 11, 2025, 8:40:31 PM",Afternoon Run,Run,,1784,5.52,166.0,33,false,,,activities/14523072064.fit.gz,,,1784.0,1784.0,5519.0,0.0,3.094,0.0,0.0,0.0,0.0,0.0,0.0,,,,,166.0,146.0,,,279.0,,,33.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.094,0.0,,,,,,,,,,,,,,,,,""
13611416808,"Feb 11, 2025, 8:33:29 PM",Afternoon Walk,Walk,,363,0.89,129.0,1,false,,,activities/14523072117.fit.gz,,,363.0,363.0,898.0,0.0,2.474,0.0,0.0,0.0,0.0,0.0,0.0,,,,,129.0,105.0,,,30.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.474,0.0,,,,,,,,,,,,,,,,,""
13689846411,"Feb 15, 2025, 8:55:05 PM",Afternoon Walk,Walk,,250,0.39,125.0,0,false,,,activities/14608964766.fit.gz,,,250.0,250.0,389.0,0.0,1.556,0.0,0.0,0.0,0.0,0.0,0.0,,,,,125.0,106.0,,,20.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.556,0.0,,,,,,,,,,,,,,,,,""
13689846413,"Feb 15, 2025, 8:59:56 PM",Afternoon Run,Run,,2453,7.04,169.0,47,false,,,activities/14608964757.fit.gz,,,2453.0,2453.0,7043.0,0.0,2.871,0.0,0.0,0.0,0.0,0.0,0.0,,,,,169.0,148.0,,,395.0,,,47.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.871,0.0,,,,,,,,,,,,,,,,,""
13726608596,"Feb 21, 2025, 9:02:14 PM",Evening Run,Run,,2405,7.07,175.0,54,false,,,activities/14648973300.fit.gz,,,2405.0,2405.0,7077.0,0.0,2.943,0.0,0.0,0.0,0.0,0.0,0.0,,,,,175.0,150.0,,,393.0,,,54.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.943,0.0,,,,,,,,,,,,,,,,,""
13736161275,"Feb 25, 2025, 8:47:54 PM",Afternoon Run,Run,,2171,7.01,182.0,93,false,,,activities/14659343240.fit.gz,,,2171.0,2171.0,7017.0,0.0,3.232,0.0,0.0,0.0,0.0,0.0,0.0,,,,,182.0,166.0,,,373.0,,,93.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.232,0.0,,,,,,,,,,,,,,,,,""
13768178774,"Feb 28, 2025, 8:54:14 PM",Afternoon Run,Run,,1784,5.01,181.0,53,false,,,activities/14694148611.fit.gz,,,1784.0,1784.0,5011.0,0.0,2.809,0.0,0.0,0.0,0.0,0.0,0.0,,,,,181.0,157.0,,,263.0,,,53.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.809,0.0,,,,,,,,,,,,,,,,,""
13768178920,"Feb 28, 2025, 8:48:37 PM",Afternoon Walk,Walk,,309,0.48,118.0,0,false,,,activities/14694148716.fit.gz,,,309.0,309.0,482.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,,,,,118.0,109.0,,,24.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.56,0.0,,,,,,,,,,,,,,,,,""
13907430137,"Mar 14, 2025, 9:12:10 PM",Evening Run,Run,,2811,8.01,170.0,69,false,,,activities/14844515212.fit.gz,,,2811.0,2811.0,8011.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,,170.0,152.0,,,461.0,,,69.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.85,0.0,,,,,,,,,,,,,,,,,""
13907430142,"Mar 14, 2025, 9:09:42 PM",Evening Walk,Walk,,139,0.21,100.0,0,false,,,activities/14844515250.fit.gz,,,139.0,139.0,212.0,0.0,1.525,0.0,0.0,0.0,0.0,0.0,0.0,,,,,100.0,89.0,,,10.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.525,0.0,,,,,,,,,,,,,,,,,""
13907611519,"Mar 17, 2025, 2:32:24 PM",Lunch Walk,Walk,,1630,2.59,129.0,5,false,,,activities/14844714129.fit.gz,,,1630.0,1630.0,2591.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,,,,,129.0,115.0,,,129.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.59,0.0,,,,,,,,,,,,,,,,,""
13948337987,"Mar 19, 2025, 9:14:27 PM",Evening Walk,Walk,,257,0.19,132.0,0,false,,,activities/14888715105.fit.gz,,,257.0,257.0,198.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,,,,,132.0,123.0,,,10.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.77,0.0,,,,,,,,,,,,,,,,,""
13948337988,"Mar 19, 2025, 9:18:54 PM",Evening Run,Run,,1740,5.03,175.0,42,false,,,activities/14888715076.fit.gz,,,1740.0,1740.0,5036.0,0.0,2.894,0.0,0.0,0.0,0.0,0.0,0.0,,,,,175.0,152.0,,,282.0,,,42.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.894,0.0,,,,,,,,,,,,,,,,,""
13986415482,"Mar 21, 2025, 8:55:39 PM",Afternoon Run,Run,,2730,8.06,174.0,77,false,,,activities/14929590316.fit.gz,,,2730.0,2730.0,8068.0,0.0,2.955,0.0,0.0,0.0,0.0,0.0,0.0,,,,,174.0,157.0,,,420.0,,,77.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.955,0.0,,,,,,,,,,,,,,,,,""
13986415549,"Mar 21, 2025, 8:52:59 PM",Afternoon Walk,Walk,,147,0.42,124.0,0,false,,,activities/14929590339.fit.gz,,,147.0,147.0,420.0,0.0,2.857,0.0,0.0,0.0,0.0,0.0,0.0,,,,,124.0,115.0,,,11.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.857,0.0,,,,,,,,,,,,,,,,,""
14024137769,"Mar 25, 2025, 9:20:22 PM",Evening Walk,Walk,,1318,2.00,142.0,5,false,,,activities/14970114187.fit.gz,,,1318.0,1318.0,2008.0,0.0,1.524,0.0,0.0,0.0,0.0,0.0,0.0,,,,,142.0,127.0,,,105.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.524,0.0,,,,,,,,,,,,,,,,,""
14024137772,"Mar 25, 2025, 8:41:37 PM",Afternoon Run,Run,,2301,6.16,164.0,43,false,,,activities/14970114209.fit.gz,,,2301.0,2301.0,6161.0,0.0,2.678,0.0,0.0,0.0,0.0,0.0,0.0,,,,,164.0,146.0,,,355.0,,,43.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.678,0.0,,,,,,,,,,,,,,,,,""
14052766384,"Mar 29, 2025, 8:58:29 PM",Afternoon Run,Run,,2440,7.00,175.0,53,false,,,activities/15000821021.fit.gz,,,2440.0,2440.0,7004.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,,,,,175.0,150.0,,,380.0,,,53.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.87,0.0,,,,,,,,,,,,,,,,,""
14090345336,"Apr 1, 2025, 9:17:47 PM",Evening Walk,Walk,,312,0.44,116.0,0,false,,,activities/15040426094.fit.gz,,,312.0,312.0,444.0,0.0,1.423,0.0,0.0,0.0,0.0,0.0,0.0,,,,,116.0,102.0,,,24.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.423,0.0,,,,,,,,,,,,,,,,,""
14090345338,"Apr 1, 2025, 9:24:37 PM",Evening Run,Run,,1659,5.04,173.0,38,false,,,activities/15040426069.fit.gz,,,1659.0,1659.0,5045.0,0.0,3.041,0.0,0.0,0.0,0.0,0.0,0.0,,,,,173.0,150.0,,,281.0,,,38.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.041,0.0,,,,,,,,,,,,,,,,,""
14198173285,"Apr 8, 2025, 9:09:42 PM",Evening Run,Run,,2294,6.22,171.0,48,false,,,activities/15153055940.fit.gz,,,2294.0,2294.0,6220.0,0.0,2.711,0.0,0.0,0.0,0.0,0.0,0.0,,,,,171.0,148.0,,,371.0,,,48.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.711,0.0,,,,,,,,,,,,,,,,,""
14198173287,"Apr 8, 2025, 9:48:43 PM",Evening Walk,Walk,,2623,2.24,146.0,8,false,,,activities/15153055892.fit.gz,,,2623.0,2623.0,2240.0,0.0,0.854,0.0,0.0,0.0,0.0,0.0,0.0,,,,,146.0,112.0,,,132.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.854,0.0,,,,,,,,,,,,,,,,,""
14266832087,"Apr 16, 2025, 9:53:39 PM",Evening Walk,Walk,,607,0.89,144.0,2,false,,,activities/15224864292.fit.gz,,,607.0,607.0,895.0,0.0,1.474,0.0,0.0,0.0,0.0,0.0,0.0,,,,,144.0,123.0,,,48.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.474,0.0,,,,,,,,,,,,,,,,,""
14266832198,"Apr 16, 2025, 9:18:31 PM",Evening Run,Run,,2096,6.02,176.0,48,false,,,activities/15224864338.fit.gz,,,2096.0,2096.0,6021.0,0.0,2.873,0.0,0.0,0.0,0.0,0.0,0.0,,,,,176.0,150.0,,,319.0,,,48.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.873,0.0,,,,,,,,,,,,,,,,,""
14326668733,"Apr 23, 2025, 9:41:18 PM",Evening Run,Run,,1091,3.20,163.0,17,false,,,activities/15287479780.fit.gz,,,1091.0,1024.0,3200.7,9.326,3.126,4.6,36.4,611.1,647.9,2.0,-1.0,,,,,163.0,144.0,,,169.0,,,17.0,,,,,,,,,,,,,0.0,,1.0,3144.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.934,3200.7,,,,,,,,,3.071,,,,,,,,""
14336939558,"Apr 29, 2025, 9:00:23 PM",Evening Run,Run,,2917,5.43,166.0,5,false,,,activities/15298228147.fit.gz,,,2917.0,385.0,5430.9,10.557,14.106,24.2,53.7,601.9,648.9,37.9,-0.5,,,,,166.0,141.0,,,474.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,5453.7,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.862,3254.5,,,,,,,,,14.165,,,,,,,,""
14370807174,"Apr 30, 2025, 9:57:15 PM",Evening Walk,Walk,,1674,1.68,144.0,7,false,,,activities/15333789880.fit.gz,,,1674.0,1674.0,1687.7,10.91,1.008,27.6,0.0,623.1,652.3,5.4,1.7,,,,,144.0,125.0,,,85.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.008,1327.7,,,,,,,,,,,,,,,,,""
14370807183,"Apr 30, 2025, 9:19:07 PM",Evening Run,Run,,2264,6.18,158.0,30,false,,,activities/15333789886.fit.gz,,,2264.0,2261.0,6184.5,8.444,2.735,23.0,49.0,601.0,648.8,32.4,-0.4,,,,,158.0,141.0,,,356.0,,,30.0,,,,,,,,,,,,,0.0,,1.0,6164.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.732,5155.3,,,,,,,,,2.726,,,,,,,,""
